fname	D-D	N-N	D-N-N-D	T-N-N-T	T-D-D-T	T-T	qid	dist
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_266_1_cobinding.tsv	41.94	6.45	9.68	11.29	20.97	9.68	3	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_47_lex_300_rex_300_site_peak_2087_7_cobinding.tsv	59.68	1.61	4.84	1.61	27.42	4.84	3	47
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_151_lex_300_rex_300_site_peak_214_7_cobinding.tsv	64.18	2.99	19.4	1.49	8.96	2.99	3	151
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_30_lex_300_rex_300_site_peak_4115_4_cobinding.tsv	76.47	6.72	3.36	0	10.92	2.52	3	30
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_190_5_cobinding.tsv	52.5	7.5	7.5	2.5	22.5	7.5	3	55
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_1461_1_cobinding.tsv	27.41	32.59	23.71	8.15	5.18	2.96	3	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_33_lex_300_rex_300_site_peak_1461_3_cobinding.tsv	29.23	37.69	10.77	6.15	11.53	4.62	3	33
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_61_lex_300_rex_300_site_peak_1461_4_cobinding.tsv	34.29	25.71	20	2.85	14.29	2.86	3	61
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_133_lex_300_rex_300_site_peak_2154_3_cobinding.tsv	10.81	21.62	16.22	16.22	18.92	16.22	3	133
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_4219_5_cobinding.tsv	54.17	12.5	16.67	5.56	8.33	2.78	3	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_72_lex_300_rex_300_site_peak_2288_5_cobinding.tsv	24.64	24.64	31.89	4.35	11.59	2.9	3	72
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_125_lex_300_rex_300_site_peak_515_6_cobinding.tsv	29.17	12.5	27.08	10.41	16.67	4.17	3	125
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_73_lex_300_rex_300_site_peak_515_8_cobinding.tsv	38.81	19.4	28.36	7.47	2.99	2.99	3	73
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_170_lex_300_rex_300_site_peak_1585_2_cobinding.tsv	21.82	1.82	29.09	14.54	23.64	9.09	3	170
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_160_lex_300_rex_300_site_peak_529_6_cobinding.tsv	34.15	7.32	31.7	7.32	14.64	4.88	3	160
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_108_lex_300_rex_300_site_peak_3168_5_cobinding.tsv	61.7	0.0	19.15	2.13	12.76	4.26	3	108
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_112_lex_300_rex_300_site_peak_2026_3_cobinding.tsv	54.17	4.17	8.33	6.25	18.75	8.33	3	112
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_823_4_cobinding.tsv	29.82	21.05	10.52	3.5	26.32	8.77	3	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_117_lex_300_rex_300_site_peak_117_2_cobinding.tsv	44.12	0.0	32.35	5.88	11.76	5.88	3	117
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_132_lex_300_rex_300_site_peak_2288_3_cobinding.tsv	26.53	18.37	28.57	12.24	10.2	4.08	3	132
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_127_lex_300_rex_300_site_peak_213_5_cobinding.tsv	16.18	29.41	27.94	2.94	17.64	5.88	3	127
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_2303_1_cobinding.tsv	19.75	43.21	23.46	6.17	4.94	2.47	3	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_384_4_cobinding.tsv	15.69	51.63	14.38	7.19	5.88	5.23	3	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_215_3_cobinding.tsv	36.0	4.0	16	4	34	6.0	3	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_106_lex_300_rex_300_site_peak_283_1_cobinding.tsv	17.46	14.29	44.44	14.28	4.76	4.76	3	106
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_108_lex_300_rex_300_site_peak_1855_2_cobinding.tsv	7.89	15.79	42.1	10.52	13.15	10.53	3	108
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_1855_3_cobinding.tsv	27.78	14.81	25.92	0	22.22	9.26	3	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_76_lex_300_rex_300_site_peak_183_4_cobinding.tsv	43.75	4.17	18.75	4.17	20.83	8.33	3	76
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_183_5_cobinding.tsv	62.12	10.61	6.07	1.52	13.64	6.06	3	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_72_lex_300_rex_300_site_peak_215_3_cobinding.tsv	30.23	2.33	18.61	4.65	37.21	6.98	3	72
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_130_lex_300_rex_300_site_peak_1869_8_cobinding.tsv	24.0	18.0	38	8	8	4.0	3	130
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_117_lex_300_rex_300_site_peak_1461_4_cobinding.tsv	25.81	16.13	25.81	6.45	16.13	9.68	3	117
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_2835_2_cobinding.tsv	68.13	0.0	13.18	4.4	8.79	5.49	4	55
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_31_lex_300_rex_300_site_peak_1793_2_cobinding.tsv	26.99	46.63	8.59	2.45	9.2	6.13	4	31
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_1793_4_cobinding.tsv	32.0	7.2	28.8	5.6	21.6	4.8	4	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_1747_3_cobinding.tsv	14.73	54.45	12.33	6.16	5.65	6.68	4	39
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_38_lex_300_rex_300_site_peak_3736_5_cobinding.tsv	40.59	15.84	14.85	2.97	18.81	6.93	4	38
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_684_1_cobinding.tsv	17.57	63.51	10.36	0.45	4.95	3.15	4	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_35_lex_300_rex_300_site_peak_20_3_cobinding.tsv	7.02	71.93	11.4	2.63	1.76	5.26	4	35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_35_lex_300_rex_300_site_peak_5234_1_cobinding.tsv	3.03	80.3	10.61	2.02	1.02	3.03	4	35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_50_lex_300_rex_300_site_peak_4058_1_cobinding.tsv	0.0	28.36	22.39	5.97	37.31	5.97	4	50
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_5297_4_cobinding.tsv	51.3	2.61	6.09	1.74	26.09	12.17	4	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_1240_1_cobinding.tsv	6.17	62.96	18.52	4.93	3.7	3.7	4	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_4773_2_cobinding.tsv	0.0	75.69	4.86	4.86	4.86	9.72	4	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_110_lex_300_rex_300_site_peak_897_1_cobinding.tsv	29.21	6.74	23.6	2.24	24.72	13.48	4	110
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_30_lex_300_rex_300_site_peak_420_4_cobinding.tsv	32.93	46.34	8.54	0	7.32	4.88	4	30
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_420_4_cobinding.tsv	33.33	41.03	12.82	0	7.69	5.13	4	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_3799_2_cobinding.tsv	19.1	3.37	16.85	5.62	37.08	17.98	4	66
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_1097_5_cobinding.tsv	18.55	50.0	17.74	4.04	6.46	3.23	4	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_3901_1_cobinding.tsv	60.61	3.03	17.17	2.02	12.12	5.05	4	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_63_lex_300_rex_300_site_peak_3490_1_cobinding.tsv	56.82	11.36	11.36	0	6.82	13.64	4	63
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_1444_3_cobinding.tsv	43.4	28.3	15.09	1.88	5.66	5.66	4	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_31_lex_300_rex_300_site_peak_391_6_cobinding.tsv	72.73	16.23	0	0	0	11.04	4	31
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_391_6_cobinding.tsv	64.96	3.65	16.06	3.65	5.84	5.84	4	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_3812_1_cobinding.tsv	0.64	5.1	4.46	17.84	55.41	16.56	4	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_4443_3_cobinding.tsv	17.35	24.49	32.65	5.1	11.22	9.18	4	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_4443_5_cobinding.tsv	5.26	14.47	21.06	36.84	10.53	11.84	4	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_4443_7_cobinding.tsv	57.84	14.71	0.98	0	10.78	15.69	4	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_3_2_cobinding.tsv	35.63	34.48	18.39	2.3	3.45	5.75	4	39
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_34_lex_300_rex_300_site_peak_1564_1_cobinding.tsv	66.02	3.88	9.7	0.97	13.59	5.83	4	34
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_206_11_cobinding.tsv	0.0	26.67	42.22	2.22	23.33	5.56	4	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_50_lex_300_rex_300_site_peak_75_1_cobinding.tsv	25.0	50.52	11.98	1.04	4.17	7.29	4	50
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_75_1_cobinding.tsv	18.9	53.05	16.46	2.44	1.83	7.32	4	66
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_1556_4_cobinding.tsv	64.57	23.62	2.36	0	3.15	6.3	4	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_30_lex_300_rex_300_site_peak_3859_4_cobinding.tsv	6.83	82.61	2.64	2.18	1.87	3.88	4	30
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_3583_6_cobinding.tsv	13.3	49.26	2.96	3.45	9.36	21.67	4	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_63_lex_300_rex_300_site_peak_2402_1_cobinding.tsv	25.86	24.14	27.59	5.17	8.62	8.62	4	63
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_1563_7_cobinding.tsv	2.53	68.35	20.25	2.53	2.53	3.8	4	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_78_lex_300_rex_300_site_peak_862_1_cobinding.tsv	0.47	64.15	9.9	14.63	5.66	5.19	4	78
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_34_lex_300_rex_300_site_peak_3122_2_cobinding.tsv	68.64	11.82	7.73	1.36	6.36	4.09	4	34
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_3122_3_cobinding.tsv	69.35	10.55	5.53	0	7.04	7.54	4	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_4724_3_cobinding.tsv	60.29	15.44	7.35	0	10.29	6.62	4	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_32_lex_300_rex_300_site_peak_4499_1_cobinding.tsv	52.97	24.86	12.43	1.08	5.41	3.24	4	32
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_535_4_cobinding.tsv	16.28	58.14	11.63	2.33	5.81	5.81	4	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_683_3_cobinding.tsv	21.78	20.79	10.89	2.97	31.68	11.88	4	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_173_lex_300_rex_300_site_peak_1233_5_cobinding.tsv	13.64	4.55	34.09	15.91	20.45	11.36	4	173
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_3158_2_cobinding.tsv	79.82	2.75	4.58	0	9.17	3.67	4	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_1351_3_cobinding.tsv	5.29	84.58	0.88	0.88	1.32	7.05	4	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_38_lex_300_rex_300_site_peak_234_3_cobinding.tsv	28.07	29.82	12.28	3.5	14.03	12.28	4	38
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_30_lex_300_rex_300_site_peak_605_3_cobinding.tsv	37.35	45.78	4.82	2.41	6.02	3.61	4	30
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_605_4_cobinding.tsv	39.53	39.53	4.65	2.33	5.81	8.14	4	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_64_lex_300_rex_300_site_peak_605_4_cobinding.tsv	39.24	34.18	11.39	2.53	3.8	8.86	4	64
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_31_lex_300_rex_300_site_peak_605_5_cobinding.tsv	41.82	35.45	3.64	2.73	8.18	8.18	4	31
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_605_5_cobinding.tsv	41.75	31.07	8.74	2.91	6.8	8.74	4	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_485_7_cobinding.tsv	35.17	49.66	4.14	2.07	3.45	5.52	4	39
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_73_4_cobinding.tsv	19.53	61.72	10.94	0	0.78	7.03	4	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_91_lex_300_rex_300_site_peak_2026_2_cobinding.tsv	53.33	1.67	18.33	5	11.66	10.0	4	91
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_74_lex_300_rex_300_site_peak_2026_3_cobinding.tsv	52.24	4.48	11.94	4.48	14.93	11.94	4	74
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_32_lex_300_rex_300_site_peak_2026_5_cobinding.tsv	63.64	10.23	4.55	0	12.5	9.09	4	32
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_2888_1_cobinding.tsv	1.88	80.0	7.5	6.87	0	3.75	4	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_4066_3_cobinding.tsv	48.15	9.63	20.74	1.48	12.59	7.41	4	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_554_4_cobinding.tsv	72.34	5.67	10.64	1.42	6.39	3.55	4	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_2819_8_cobinding.tsv	76.67	6.11	6.11	0	7.22	3.89	4	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_3423_5_cobinding.tsv	25.14	51.96	8.93	2.8	5.59	5.59	4	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_75_lex_300_rex_300_site_peak_854_13_cobinding.tsv	22.17	1.3	2.61	1.3	64.35	8.26	4	75
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_5135_1_cobinding.tsv	38.0	5.0	6	3	30	18.0	4	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_71_lex_300_rex_300_site_peak_5135_1_cobinding.tsv	37.23	4.26	5.32	6.38	28.73	18.09	4	71
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_31_lex_300_rex_300_site_peak_4667_1_cobinding.tsv	65.22	2.9	5.8	2.9	11.6	11.59	4	31
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_63_lex_300_rex_300_site_peak_1253_3_cobinding.tsv	33.11	5.41	17.57	7.44	27.02	9.46	4	63
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_1253_4_cobinding.tsv	43.79	6.51	14.2	3.55	21.3	10.65	4	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_3465_3_cobinding.tsv	22.22	59.79	9.53	2.12	1.59	4.76	4	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_312_6_cobinding.tsv	16.12	36.78	13.64	9.5	20.66	3.31	4	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_35_lex_300_rex_300_site_peak_1749_1_cobinding.tsv	74.73	8.79	1.1	0	8.79	6.59	4	35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_4909_2_cobinding.tsv	35.29	26.47	27.95	1.47	4.41	4.41	4	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_80_lex_300_rex_300_site_peak_491_1_cobinding.tsv	57.81	4.69	12.5	1.56	14.06	9.38	4	80
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_33_lex_300_rex_300_site_peak_1049_7_cobinding.tsv	25.0	2.27	0	0	64.77	7.95	4	33
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_522_3_cobinding.tsv	25.0	44.51	15.25	3.66	4.88	6.71	4	39
